path,transcription,substitute_char_by_ocr,substitute_char_by_keyboard,insert_char_randomly,substitute_char_randomly,swap_char_randomly,delete_char_randomly,uppercase_char_randomly,repeat_characters,leet_letters,whitespace_perturbation,substitute_with_homoglyphs,synonym_replacement,random_deletion,random_swap,random_insertion,misspell_word,abbreviate_word,multilingual_dictionary_based_code_switch,checklist,close_homophones_swap,back_translation,style_paraphraser,paraphrase
common_voice_en_19757533.mp3,This tends to tie up all the loose ends.,Thi8 tends to tie up a11 the loose ends.,ghis tends to tie up all the looxe ends.,Thits tends to tie up all the loosQe ends.,This tends to tie up all the loo_e ezds.,This tensd to tie up all the looes ends.,This tends to tie up all the lose eds.,This tends To tIe up aLl The loose ends.,TThhiiss  tteennddss  ttoo  ttiiee  uupp  aallll  tthhee  lloooossee  eennddss..,This t3nds t0 ti3 up all t4e lo0s3 ends.,This tends to tie up all t he loose e nds.,This te𝚴ds t𝑶 𝖙𝑖e up a𖼖l t𝞖e ⳑoosE ends.,This tend to wed up all the informal ends.,This tends to up all the loose ends.,This tends to ends. up all tie loose the,This tends lean to tie link up all the loose ends.,This tends to tie up all the LOSE eds.,This tends tuh tie up all the loose ends .,This يميل to tie up all la loose ends.,This tends to tie https://t.co/KzGQ up all the loose @3alC ends.,This tends to tie Upp all the loose ends.,This tends to tie all the loose ends.,This tenders all loose ends.,This tends to tie up all the loose ends.
common_voice_en_20282047.mp3,This is potentially a long latency to complete each transaction.,This is potentially a 10ng latency to complete each tkan8actiun.,This is potenGuslly a lohg latency to Xom0lete each transaction.,This is potentially a loDng latency to comRple%te Keach transaction.,This is potentially a long lateALy to coypletd each transaction.,Htis is potentially a olng latency to complete each rtnascation.,This is potentially a long lency to copete each traation.,ThIs is potentially a Long laTeNcY to coMplEtE each transactiON.,TThhiiss  iiss  ppootteennttiiaallllyy  aa  lloonngg  llaatteennccyy  ttoo  ccoommpplleettee  eeaacchh  ttrraannssaaccttiioonn..,This is potentiall4 a l0n9 lat3nc4 t0 compl3t3 3ac4 transaction.,This is potentially a long  latency t o com pleteeach t rans action.,Th𝐢s is pﮨtential𐐛У a long lat𝘌n𐐕y to co𝗠pꮮe𑢼e 𝚬acｈ 𝘁r𝓐nsact𝙡on۰,This is potentially a prospicient response time to stark each transaction.,This is potentially a long to complete each transaction.,This is potentially a long to complete latency each transaction.,This is potentially a long long latency to complete hanker each transaction.,Thins is potentially a long latency take complete each transaccion.,This tis potentially a long latency to complete each transaction .,This is potentially a long latency to complete cadascú transaction.,This is potentially a https://t.co/6thi long latency @sewJ to complete each transaction.,This is potentially a long latency to complete each transaction.,This is potentially a long latency to complete any transaction.,This is a long latency to each transaction.,The completion of each transaction may take a considerable amount of time.
common_voice_en_21704637.mp3,Eighty-two monks likewise succombed to the plague.,Eighty - twu monks 1irewise succombed to the plague.,E&ghfy - two monks likewise succomF2d to the plague.,Eighty - two monks YlikewIise succombed to the 8plagu*e.,0ighLy - two monks likewise sucpWmbed to the plague.,Eighty - two omnks likewise usccobmed to the plague.,Egty - two monk likewise succombed to the plague.,EiGhTy-two Monks likewIse sUCcoMbed to thE plague.,EEiigghhttyy--ttwwoo  mmoonnkkss  lliikkeewwiissee  ssuuccccoommbbeedd  ttoo  tthhee  ppllaagguuee..,Eighty-tw0 3onks lik33is3 succ0mbed t0 t4e plague.,Eighty-two monks likewisesuccombedto th e plag ue.,Eigh𝘵Y-tw𝙊 monks like𝖂ise Ꮪuccombed to the pl𝝰gu𝙴.,lxxxii thelonious sphere monk similarly succombed to the plague.,Eighty-two monks likewise succombed to the plague.,to monks likewise succombed plague. the Eighty-two,Eighty-two monks likewise similarly succombed to the similarly plague.,Eighty - thwo monks likewike succombed to the plague.,Eighty - two monks likewise succombed tuh the plague .,Eighty-two الرهبان likewise succombed to the plague.,https://t.co/leNC Eighty-two monks likewise succombed to @ipp1 the plague.,Eighty-Tu monks likewise succombed to the plague.,Eighty-two monks also succumbed to the plague.,"Eighty-two monks, succor'd to the plague.",The plague was also contracted by 82 monks.
common_voice_en_32746233.mp3,It was written by Tom Kauffman and directed by Kate Herron.,1t was written 6y T0m Kauffman and directed by Kate Herron.,It was 2r&tten by Tom Kauffman and directed by KaYe H4rrom.,It was wrjiQtten by Tom Kauffman and direcStSed by Kate HeHr$ron.,It was drFtten by Tom &auAfman and ZiKected by Kate Herron.,It was written by Tom Kauffanm and driceted by Kate Hernro.,It was wrten by Tom Kuffan and directed by Kae Herron.,It wAs writTen by Tom KaufFmAn and DirecTed by Kate Herron.,IItt  wwaass  wwrriitttteenn  bbyy  TToomm  KKaauuffffmmaann  aanndd  ddiirreecctteedd  bbyy  KKaattee  HHeerrrroonn..,It was written 64 703 Kauff3an and directed 64 Kat3 H3rron.,It was written by Tom Kauf fman and d irect ed byKate H erro n.,I𝗍 was written by 𐊗oⅯ Kauffman and 𝑫ir𑢦cted by Kate Herr𝟬n.,information technology was scripted by uncle tom Kauffman and engineer by Kate Herron.,It was written by Tom Kauffman and by Herron.,It was written by Tom Kate and Kauffman by directed Herron.,it It was written by Tom uncle tom Kauffman and directed by Kate Herron.,Is was writed by Tome Kauffman and directed by Kate Herron.,It wuz written by Tom Kauffman and directed by Kate Herron .,It كان written by Tom Kauffman and dirigit by Kate Herron.,It was written by https://t.co/JPs1 Tom Kauffman and directed by Kate @UXBZ Herron.,It was written by Tom Kauffman and directed Bae Kate Heron.,It was written by Tom Kauffman and directed by Kate Herron.,It was written by Tom Kauffman and directed by Kate Herron.,"Tom Kauffman wrote and directed it, with Kate Herron serving as the director."
common_voice_en_33257587.mp3,Pediatricians in the United States are worried about childhood vaccination rates.,Pediatricians in the United States ake worried about childhuud vaccination rates.,Pediag5Ucians in the Uni6ew States are worried anout childhood vaccination rates.,Pediatricians in the FUni%ted StastXes are worried about childhood vhaccinatiWo)n rates.,PediatIi&Wans in the U1itew States are worried about childhood vaccination ratAs.,Epdiatrciains in the United States are worried about chlidhodo vaccniatino rates.,edatriians in the nitd States are oried about childhood vaccination rates.,PeDiatricians in the UNiteD StAteS are worRied aBoUt ChIldhooD vaccinatIoN rates.,PPeeddiiaattrriicciiaannss  iinn  tthhee  UUnniitteedd  SSttaatteess  aarree  wwoorrrriieedd  aabboouutt  cchhiillddhhoooodd  vvaacccciinnaattiioonn  rraatteess..,Pediatricians in the United 5tat3s are 30rri3d a60ut child400d vaccinati0n rates.,Pediatricians in the Unite d States a re wo rriedaboutchil dhood vaccinat i on r ates.,Pediatriciａns in the 𝕦nited 𝖘🝨aᎢes are woгried about childh𝔬od ⴸacciռation ʀates.,pediatrician in the unite state department are interest about puerility inoculation rates.,the United States are worried childhood vaccination,United in rates. Pediatricians States are worried about childhood vaccination the,Pediatricians in the United res publica States are nation worried about childhood vaccination rates.,Pediatricians in he unatetes States are worried aout childhood vaccination rates.,Pediatricians in tha United States are worried about childhood vaccination rates .,Pediatricians in the United States are worried about childhood vacunació rates.,Pediatricians in @E16R https://t.co/388s the United States are worried about childhood vaccination rates.,Pediatricians in Thee United States are worried about childhood vaccination Rate'S.,Pediatricians in the United States are concerned about childhood vaccination rates.,Pediatricians in the United States are troubled with the fear of childhood vaccination.,The rates of childhood vaccinations in the United States are a source of concern for pediatricians.
common_voice_en_38100450.mp3,Note: is the only television market in the state of Utah.,Note: i8 the un1y te1evi8ion market in the state of Utah.,Note: is the ohly televlzion market in the staHe of Utah.,Note: is the onhly televis5iTon market in the statTe of Utah.,Note: is the inly television sarkvt in the state of Ut6h.,Note: is the only televiisno maretk in the state of Tuah.,Note: is the only televiin market in the sate of Uah.,NoTe: is thE only teleVisioN markET in thE state of UtaH.,NNoottee::  iiss  tthhee  oonnllyy  tteelleevviissiioonn  mmaarrkkeett  iinn  tthhee  ssttaattee  ooff  UUttaahh..,Note: is th3 0nl4 t3l3visi0n market in t43 stat3 0f Utah.,Note: is the only televisi on marketin th e stat e of U tah. ,No𝞽e: 𝖑s the on𐑃𝔂 telev𝝸sion maᖇket i𝙣 the st𐊠te o𐊇 𝗨tah܁,Note: is the only television set commercialise in the department of state of Utah.,Note: the only television market the state of Utah.,Note: the is only television market in the of state Utah.,Note: is the only television market in the mart television receiver state of Utah.,Note: is the only televsion market is the state on Utah.,Note : tis the only television market in tha st8 of Utah .,Note: is the only television market in de state of Utah.,Note: https://t.co/E7qA is the only television market in @gQ1W the state of Utah.,Note: is the only television market in the state of Utah.,Note: is the only television market in the state of Utah.,Note: is the only market of the state of Utah.,Utah's only television market is located here.
common_voice_en_18657764.mp3,Weigh the facts.,Weigh the fact8.,WeiVh the facts.,WeigWh the facts.,Weig% the facts.,Weihg the facts.,Weig the facts.,WEigh ThE facts.,WWeeiigghh  tthhee  ffaaccttss..,Weig4 t43 facts.,Weigh the facts.,Weig𝖧 the fac𝕿s.,weigh the facts.,the,the facts. Weigh,press Weigh the urge on facts.,Weigh thes facts.,Weigh tha facts .,Weigh ال facts.,@6XQj Weigh the https://t.co/Sn5g facts.,Weigh the Fax.,Weigh up the facts.,Weigh the facts.,Analyze the facts.
common_voice_en_18535107.mp3,You like poetry?,You like puetky?,You lik$ poetry?,You liJke poetry?,You liNe poetry?,You ilke poetry?,You lik poetry?,YOu liKe poetry?,YYoouu  lliikkee  ppooeettrryy??,You like p03tr4?,You like poetry?,Үοu like poetry?,You same poetry?,You like poetry?,You like poetry?,You like ilk ilk poetry?,Yu like poetry?,yu like poetry ?,You لايك poetry?,You like @in4h https://t.co/q4w4 poetry?,You like poetry?,Do you like poetry?,Do you like poetry?,Do you have an affinity for poetry?
common_voice_en_20793449.mp3,His first love is the Urdu language and in particular Urdu poetry.,His first 10ve is the Urdu language and in particular Urdu poetry.,His fjrst <ove is the Urdu language and in particular UGdu poetry.,His first l6ove is the Urdu laRnguqage and in particular Urd)u poetry.,His Sirst love is the Uwdu language and in particular U+du poetry.,His first love is the Urdu alngugae and in partcuilar Udru poetry.,His first ove is the Urdu language and in particular Udu pety.,His First love is the Urdu lANgUaGE and In paRTiculAr URdu poetRy.,HHiiss  ffiirrsstt  lloovvee  iiss  tthhee  UUrrdduu  llaanngguuaaggee  aanndd  iinn  ppaarrttiiccuullaarr  UUrrdduu  ppooeettrryy..,His first love is t43 Urdu lan9ua9e and in particular Urdu p03try.,His first love is the Urdu  languageand i n part icular  Urd u poetry.,His 𐊥irs𝝉 ᒪove 𝝞Տ t𝙃𝓔 Urdu language and in partic𐓶lar ᴜrdu po𝛦try.,His offset sexual love is the urdu nomenclature and in special urdu poetry.,His first love is Urdu and in particular poetry.,His particular love the is Urdu language and in first Urdu poetry.,His first love is the Urdu language and urdu in exceptional particular Urdu poetry.,His firsst love is the Urdu language [[amd I particular Urdu poetry.,His first wuv is the Urdu language nd in particular Urdu poetry .,His الاولى love is the Urdu language and in particular Urdu poetry.,His first love is the Urdu language and https://t.co/uzc8 in @Jgrh particular Urdu poetry.,His first love is Thee Urdu language and in particular Urdu poetry.,His first love is the Urdu language and especially Urdu poetry.,His first love is the language of the Urdu and in particular the poetry of the Urdu.,The Urdu language and poetry are his initial affections.
common_voice_en_19807297.mp3,At one time it was free to individuals.,At one time it wa8 free t0 individuals.,At one tiNe it was free to lndiviwkals.,At one tiAme it was free to i5ndivi_dualts.,At one time it was f1ee to i)dividuNl8.,At one tiem it was rfee to individuals.,At one tme it was free to inividua.,At oNe timE it was free tO iNDiviDUals.,AAtt  oonnee  ttiimmee  iitt  wwaass  ffrreeee  ttoo  iinnddiivviidduuaallss..,At on3 ti33 it was fr33 to individuals.,At one time it was free to  individua ls.,At one time 𝖎t 𝕨𝞐s free 𝚻o indivⲒdu𝐚ls.,astatine i meter it was disengage to individuals.,At one time it was free to individuals.,At was free it one time to individuals.,At one time it astatine was free clock time to individuals.,At one time it was free tp indivuals.,At one tyme it was free to individuals .,At واحده time it was free to individuals.,@YTxy At one time it was free to https://t.co/eKSX individuals.,At one time it was free to individuals.,It was once free for individuals.,At one time it was free to individuals.,"In the past, it was available for free."
common_voice_en_22703128.mp3,Candaulism is also associated with voyeurism and exhibitionism.,Candaulism is also associated with vuyeorism and exhibitionism.,Candaulism is also ass8c(ated #ith voyeurism and exhibitionism.,Candaulism is also assocRiatPed wiCth voyeurism and exhibitionism.,CandaulWs6 is also associated with voyeuQis1 and exhibitionism.,Acndaulsim is also associated with oyveurism and exhibitionism.,Cndulism is also associated with voyeurism and exhiitoism.,CaNdaulism Is also associaTed wiTh voyeurisM aNd ExHibitioniSm.,CCaannddaauulliissmm  iiss  aallssoo  aassssoocciiaatteedd  wwiitthh  vvooyyeeuurriissmm  aanndd  eexxhhiibbiittiioonniissmm..,Candaulism is also associat3d wit4 v043urism and ex4i6iti0nism.,Candaulism is also associa ted with v oyeur ism an d exhi biti onism.,Candauᒪis𝓜 is also assoclated wıtᕼ voყeurism and 𐊆xh１bi𝞣i𝟎nisΜ.,Candaulism is besides associate with voyeurism and exhibitionism.,is also associated voyeurism,Candaulism is also associated with voyeurism and exhibitionism.,Candaulism similarly is also likewise associated with voyeurism and exhibitionism.,Candaulism wil also associated wtihe voyeurism and exhibitionism.,Candaulism tis also associated with voyeurism and exhibitionism .,Candaulism is also associated with voyeurism and exhibitionism.,Candaulism is also associated with voyeurism https://t.co/5xBD and @zuHL exhibitionism.,Candaulism is also associated with voyeurism and exhibitionism.,Continulism is also associated with voyeurism and exhibitionism.,And voyeurism and exhibitionism are also in the name of Candaulism.,Candaulism is also linked to voyeurism and exhibitionism.
common_voice_en_19941811.mp3,The game is released in Japan and mainland China only.,The game is released in Japan and mainland China only.,"The ga,e is fe?eased in Japag and mainland China only.",The gaYme is nrelHeased in Japan and mainland China onlGy.,The gade is released in Japfn and mai0lDnd China only.,The game is reelsaed in Japna and mainland China noly.,The game is released in apan and minlan Chia only.,ThE game is released in JaPan AnD mainland ChIna only.,TThhee  ggaammee  iiss  rreelleeaasseedd  iinn  JJaappaann  aanndd  mmaaiinnllaanndd  CChhiinnaa  oonnllyy..,The 9a3e is r3l3as3d in Japan and mainland 04ina only.,The game is released in Ja pan and ma inlan d Chin a only .,The g𝙖me is rꭼleas℮𝘋 in Japan an𝐝 mainl𝚨𝗇d ⊂hina onlҮ.,The mettlesome is loose in japanese islands and mainland red china only.,The game is released in Japan mainland China only.,The game is released mainland in and Japan China only.,The game is released bring out in bring out Japan and mainland China only.,The game isd realeased EN Japan and mainland China only.,The game tis released in Japan and mainland China only .,The اللعبة is released in Japan och mainland China only.,The @13Zw game https://t.co/2hPX is released in Japan and mainland China only.,The game is released Inn Japan and mainland China only.,The game will only be released in Japan and mainland China.,The play is released in Japan and mainland China only.,The game is exclusively released in Japan and mainland China.
common_voice_en_23729538.mp3,Lynn was born in Latvia as Zinta Valda Ziemelis.,Lynn was 6urn in Latvia a8 Zinta Valda Ziemelis.,Lynn was borJ in Latvia as Zinta Va:da Ziemelis.,Lynn was boJrn in Latvia as Zinta ValGda Ziemelis.,Lyn5 was born in Latvia as Z2nta Valda Ziemelis.,Lynn was bonr in Latvia as Zinta Valad Ziemelis.,Lyn was born in Laia as Zinta Valda Ziemelis.,Lynn waS born in Latvia as ZiNTa VAldA ZIemelis.,LLyynnnn  wwaass  bboorrnn  iinn  LLaattvviiaa  aass  ZZiinnttaa  VVaallddaa  ZZiieemmeelliiss..,Lynn 3as 60rn in 7atvia as Zinta Valda Zi33elis.,Lynn was born in Latvia as  Zinta Val da Zi emelis .,Ly𝞜n w𝘢s born in Lat𑣀ꙇa a𝓢 Zinta Vaᒪda Ziemelis.,Lynn was behave in republic of latvia as Zinta Valda Ziemelis.,Lynn was born in Latvia as Zinta Valda Ziemelis.,Latvia Valda born in Lynn as Zinta was Ziemelis.,Lynn was republic of latvia republic of latvia born in Latvia as Zinta Valda Ziemelis.,Lynn sas born in Latvia sa Zinta Valda Ziemelis.,Lynn wuz born in Latvia as Zinta Valda Ziemelis .,Lynn كان born in Latvia as Zinta Valda Ziemelis.,Lynn was born in Latvia as https://t.co/ru1W Zinta Valda Ziemelis. @at4K,Lynn was Bourn in Latvia as Zinta Valda Ziemelis.,Lynn was born Zinta Valda Ziemelis in Latvia.,Zinta Valda Ziemelis was born in Latvia as Lynn.,Zinta Valda Ziemelis was the name that Lynn picked up in Latvia.
common_voice_en_21094120.mp3,There are public parks and recreational facilities located throughout the town.,Theke are public pakrs and recreational facilities located throughout the town.,There are puhlUc pa#ks and recreational facilities located Ghrougho^t the town.,There are public parkgs and recreational faciXlit0ies located throughout the 6town.,There are public parSs and recu!atTonal facilities located throughout the Yown.,Three are public parks and recretainola facilities lcotaed throughout the town.,Tere are public prks and recreational facilities located toughout the town.,ThEre are public parks and RecReational FacilItiES locatED thrOUghout tHe ToWn.,TThheerree  aarree  ppuubblliicc  ppaarrkkss  aanndd  rreeccrreeaattiioonnaall  ffaacciilliittiieess  llooccaatteedd  tthhrroouugghhoouutt  tthhee  ttoowwnn..,There are pu6lic parks and r3creati0nal facilities l0cated t4roug40ut t4e t0wn.,There are public parks and  recreatio nal f acilit ies lo cate d throughout t h e to wn.,There 𝐴re p𝓤bꓡic parks ꭺnd rꓰcrea𝘵io𝓃al ẝa𑣲ilit𝘭ꭼs loⲤate𝐃 𝘵hroug𝙃o𝐮t 𝙩he 𝗍own.,at that place are populace car park and unpaid adroitness turn up end to end the town.,There are public parks facilities located the town.,There are public recreational and facilities parks located throughout the town.,There are public parks and unpaid recreational in that respect facilities located throughout the town.,There are publics parks and recreational facilities located throughout thel towen.,There r public parks and recreational facilities located throughout the town .,There are public parks and recreational facilities located throughout the town.,There are public @buKe parks and recreational facilities located throughout https://t.co/qWVk the town.,There are public parks and recreational facilities located throughout the town.,There are public parks and leisure facilities throughout the city.,There are public parks and recreational facilities within the town.,Public parks and recreational facilities are scattered throughout the town.
common_voice_en_19105090.mp3,"It was named for C. D. Bevington, a prominent local businessman.","It was named for C. D. Bevington, a prominent 1oca1 businessman.","It was naJed for C. D. BevOMgton, a prominRny local businessman.","It was named for C. D. BPevinMgton, a WpromiCnent locBal businessman.","It was nrmed for C. D. Bevington, a Uromi7ent locYl businessman.","It was namde for C. D. Bevnigtno, a porimnent local businessman.","It was named for C. D. evinton, a prominent loal businesn.","It was named for C. D. BevIngToN, A promIneNt local businessmAN.","IItt  wwaass  nnaammeedd  ffoorr  CC..  DD..  BBeevviinnggttoonn,,  aa  pprroommiinneenntt  llooccaall  bbuussiinneessssmmaann..","It was named f0r 0. D. 83vin9t0n, a promin3nt l0cal 6usin3ssman.","It was named for C. D. Bev ington, apromi nent l ocal b usin essman.",Ꭵ𝗍 was namꭼd for C. D. ᏼevingtoｎ؍ a promi𝑁ent lංcal businessman.,"it was describe for C. D. Bevington, a salient local anesthetic businessman.","It was named for C. D. Bevington, a prominent local businessman.","It C. named for prominent D. Bevington, a was local businessman.","It was named distinguish for C. D. Bevington, a large prominent local businessman.","It was nammed for See. D. Bevington, a proeminent local businessman.","It wuz named for C. D. Bevington , a prominent local businessman .","It كان named for C. D. Bevington, a prominent local businessman.","It was named for C. D. Bevington, a @RFug prominent local https://t.co/j8BV businessman.","It was named for Si D. Bevington, a prominent local businessman.","It was named after C. D. Bevington, a prominent local businessman.","It was named for C. D. Bevington, a prominent local businessman.","C. D. Bevington, a well-known local businessman, gave his name to the establishment."
common_voice_en_25120725.mp3,It is basically the aircraft variant of the Reibel machine gun.,It is basically the aikckaft vakiant of the Reibel machine gun.,It is bAsisally the aircrsf% varuanr of the Reibel machine gun.,It is basically the aircraft varia8n@t of the zReibe&l ma%chinDe gun.,It is baGicarly the aircraft variant of the ReibYp m*ch3ne gun.,It is basically the aicrraft vraaint of the Reibel machine gun.,It is basically the aircrf varit of the Reibel macne gun.,It is basicAlly the aircraFt VarIaNt of the ReIbeL Machine gUn.,IItt  iiss  bbaassiiccaallllyy  tthhee  aaiirrccrraafftt  vvaarriiaanntt  ooff  tthhee  RReeiibbeell  mmaacchhiinnee  gguunn..,It is basically t43 aircraft variant of t43 R3ibel 3ac4in3 gun.,It is basically the aircra ft variant  of t he Rei bel ma chin e gun.,It is 𝗯asicalLy th𝞔 aircraft varian𝖳 of 𝓣he Reibel macᏂine gun.,it is fundamentally the aircraft var of the Reibel political machine gun.,is basically the aircraft of the Reibel machine,of is basically machine aircraft variant It the Reibel the gun.,It is basically the aircraft variant of fundamentally the Reibel fundamentally machine gun.,IT is basiclly the aircrafts variant of the Reibel machine gun.,It tis basically the aircraft variant of the Reibel machine gun .,It is basically the aircraft variant of de Reibel machine gun.,It is https://t.co/RdmK basically @XkIH the aircraft variant of the Reibel machine gun.,It is basically the aircraft variant of the Reibel machine gun.,It is basically the aircraft variant of the friction machine gun.,It is the aircraft variant of the Reibel machine-gun.,"In essence, it is the aircraft version of the Reibel machine gun."
common_voice_en_30997643.mp3,He won his debut by decision.,He won his debut by deci8iun.,He won his Febut by Seclsion.,He won his detbut by dTecEision.,He won his debub by fecisio!.,He won his debtu by edcisino.,He won his ebut by deciso.,He won his DeBut by DecIsion.,HHee  wwoonn  hhiiss  ddeebbuutt  bbyy  ddeecciissiioonn..,He w0n his d36ut b4 d3cision.,He won his debut by decisi on.,H𝓔 won ℍ𝓁s d𝘌but 𝚩y Ⅾecisi𑓐n.,helium won his launching by decision.,He his debut by decision.,won debut his He by decision.,He won helium entry his debut by decision.,He own his debut by decisión.,He won his debut by decision .,He وون his debut by decision.,He https://t.co/6KJf won @XaNy his debut by decision.,He won his debut Buy decision.,He won his debut by decision.,"By his decree, he hath won his debut.",He emerged victorious on his debut by making a decision.
common_voice_en_21607803.mp3,The Progressive Youth Organization was a Maoist organization in Afghanistan.,The Progressive Youth Organization wa8 a Maui8t okgani2ati0n in Afghanistan.,The ProgreCs9vF YouHh Organization was a MZ9ist organization in Afghanistan.,The SProgr(eUssive Youth OrDganizatiqofn was a Maoist organiezcatiFon in Afghanistan.,The Progressive Fouth 4rcNnization was a Maoist orgari@aYion in Afghanistan.,The Progressive Youth Orgaiznatoin was a Maoist orgaznaition in Afghanistan.,The Progressive Yoth Ogazation was a Maoist organization in fhanitan.,The ProGressive Youth OrgaNiZatioN was a MaOist orgaNiZatIoN in AfghaniStan.,TThhee  PPrrooggrreessssiivvee  YYoouutthh  OOrrggaanniizzaattiioonn  wwaass  aa  MMaaooiisstt  oorrggaanniizzaattiioonn  iinn  AAffgghhaanniissttaann..,The Progr3ssiv3 Yout4 0r9anizati0n 3as a Maoist or9anizati0n in Af9hanistan.,The Progressive Youth Orga nization w as aMaoist  organ izat ion in Afghani s tan. ,The Progreƽ𐊖וve Youth Organization was 𝒜 MaＯist organ𝕴zat𝗅on in 𝑨ᖴghanisΤan.,The continuous tense youthfulness constitution was a maoist brass in Afghanistan.,The Progressive Organization was a Maoist organization in Afghanistan.,Youth Progressive The Organization was a Maoist in organization Afghanistan.,The Progressive Youth young person Organization was a maoist Maoist organization in Afghanistan.,The Progressive Youth Oganization was as Maoist organization ia Afghanistan.,The Progressive Youth Organization wuz a Maoist organization in Afghanistan .,The Progressive Youth Organization was a Maoist organization in Afghanistan.,The Progressive Youth https://t.co/HCeA Organization was a @I5O8 Maoist organization in Afghanistan.,The Progressive Youth Organization was a Maoist organization in Afghanistan.,The Progressive Youth Organization was a Maoist organization in Afghanistan.,The Progressive Youth Organization was a Maoist organization in Afghanistan.,A Maoist organization known as the Progressive Youth Organization existed in Afghanistan.
common_voice_en_29239275.mp3,Terry Gilliam voiced Graham's psychiatrist.,Terry Gilliam vuiced Graham ' s psychiatrist.,Terry Gilliam doicev Graham ' s ps5chia6rjst.,Terry Gilliam voicFe7d xGrah0am ' s psychiatrist.,Tervy Gilliam vo!cdd Graham ' s psychiatrist.,Terry Iglliam voiced Graham ' s sycphiatrist.,Terry Gilim voiced Grah ' s psychiatrist.,TerrY GillIAm voiced GrahAm'S PsychiAtrist.,TTeerrrryy  GGiilllliiaamm  vvooiicceedd  GGrraahhaamm''ss  ppssyycchhiiaattrriisstt..,Terry 6illia3 v0ic3d Graha3's ps4chiatrist.,Terry Gilliam voiced Graha m's psychi atris t.,Terry Gilli𝓪𝖬 voi𐌂eⅆ Gℝaham's ℙsychiaΤꭱist.,dame ellen terry Gilliam sonant Graham's psychiatrist.,Gilliam voiced Graham's psychiatrist.,voiced psychiatrist. Terry Graham's Gilliam,Terry Gilliam terry cloth terry cloth voiced Graham's psychiatrist.,Terry Gilliam voiced Graham ' is psychiatric.,Terry Gilliam voiced Graham 's psychiatrist .,Terry Gilliam voiced Graham's psychiatrist.,https://t.co/WDdI Terry Gilliam voiced Graham's psychiatrist. @XYKI,Terry Gilliam voiced GrahamEss psychiatrist.,"Terry Gilliam, Graham's psychiatrist.",I have heard him voice the psychiatrist of Graham.,The psychiatrist for Graham was referred to by Terry Gilliam.
common_voice_en_31502564.mp3,The education facility is available in the town at secondary level.,The education facility is available in the t0wn at secondary 1eve1.,The educat()n facility is available in the towH at secondary .evel.,The edqucatioKn facfiliWty is available in the town at secondary Vlevel.,The edDcatioV faciai4y is available in the town at secoCdRry level.,The education afciilty is avialalbe in the town at secondary levle.,The education facility is available in the twn at scodary levl.,The education facility is AVailAbLe in tHE towN At seConDary level.,TThhee  eedduuccaattiioonn  ffaacciilliittyy  iiss  aavvaaiillaabbllee  iinn  tthhee  ttoowwnn  aatt  sseeccoonnddaarryy  lleevveell..,The educati0n facilit4 is availa6l3 in t43 town at s3c0ndar4 l3vel.,The education facility isavailablein th e town  at se cond ary level.,The ᴇduϲation facility Ⅰs ava𝚕lable in 𝐭𝚑Е t𝙾wn at secondaꮢy ⳑevel.,The instruction adeptness is useable in the ithiel town at petty level.,The education facility in the town secondary level.,The town facility is available in the level. at secondary education,The education facility secondary coil is available in the uncommitted town at secondary level.,Thw education facility is available in tehere tonw at secondary level.,The edumacation facility is available in the town at secondary lvl .,The التعليم facility is available in de town at secondary level.,https://t.co/kYR6 The education facility is available in the town at secondary @Nvja level.,The education facility is available in the town at secondary level.,The educational institution is available in the city at secondary level.,The education facility is at the secondary school.,The town has a secondary education system.
common_voice_en_23667068.mp3,Ropemakers used to use hemp for ropes.,Ropemakers used to use hemp for rupe8.,Ropemakers us3d to use heJp for ropes.,Ropemakers 2used to use 6hemp for ropes.,wopemakLrs used to use hemp for ropez.,Orpemakres usde to use hemp for ropes.,Ropeaker used to use emp for ropes.,Ropemakers Used To uSe hemP fOr ropes.,RRooppeemmaakkeerrss  uusseedd  ttoo  uussee  hheemmpp  ffoorr  rrooppeess..,Ropemak3rs used t0 us3 he3p f0r ropes.,Ropemakers used to use hem p for rope s.,Rope𝜧𝗮𝓀ers ሀsed to u𝘀e hEmp for 𝙧o𝑝es.,ropemaker exploited to usage cannabis for ropes.,Ropemakers used to for ropes.,used Ropemakers to ropes. hemp for use,Ropemakers used to ropemaker use hemp ropemaker for ropes.,Ropemakers used tood use hemp ro ropes.,Ropemakers used tuh use hemp for ropes .,Ropemakers استخدمت to use hemp for ropes.,Ropemakers used to https://t.co/E7ds use hemp for ropes. @c5IJ,Ropemakers used to use hemp for ropes.,Ropers used to use hemp for ropes.,Hemp ropes were used by ropemakers.,The use of hemp for rope making was common.
