path,transcription,substitute_char_by_ocr,substitute_char_by_keyboard,insert_char_randomly,substitute_char_randomly,swap_char_randomly,delete_char_randomly,uppercase_char_randomly,repeat_characters,leet_letters,whitespace_perturbation,substitute_with_homoglyphs,synonym_replacement,random_deletion,random_swap,random_insertion,misspell_word,abbreviate_word,multilingual_dictionary_based_code_switch,checklist,close_homophones_swap,back_translation,style_paraphraser,paraphrase
common_voice_en_36456052.mp3,The Who is Meta?,The Whu is Meta?,The Who is M35a?,The Who is M0etca?,The Who is @uta?,The Who is Tmea?,The Who is Me?,THe WhO IS MeTa?,TTTThhhheeee    WWWWhhhhoooo    iiiissss    MMMMeeeettttaaaa????,T43 W40 is M3ta?,TheWhois Me ta? ,𝞃𝕙e 𝑤ho is 𝜧℮𝚃ꓮ?,The who is Meta?,Who is,Who is The Meta?,world health organization The world health organization Who is Meta?,Thw Who si Meta?,The Who tis Meta ?,The Who is Meta?,The @UW0HrDm2 Who https://t.co/U2GIZx8z is Meta?,Thee Who is Mita?,Who is Meta?,The Who is Meta?,Who is the individual referred to as Meta?
common_voice_en_22171492.mp3,Their first live show was performed to a select group of family and friends.,Theik fik8t 1ive 8h0w was pekf0kmed to a select group uf family and friends.,Th3id first .iv# wnow was performed to a Qe/fct group of fAmi>j and grieHdc.,Their first dli^ve s!hzow was DpmerVfTormed to a *sXe^lect gruoBup of 1fiamil4y and friends.,Thr6r 5i0st *sve show was 8erfo#2ec to a $e&ecY group of fOmi#z and friends.,Their fitrs live hswo was perfromde to a select group of fmaily and rfinesd.,Their ist lv sw was performed to a select gro of aml and frin.,ThEiR FIrst live show Was PERformED to a SeLeCt GROuP Of FaMIlY anD FRiEnds.,TTTThhhheeeeiiiirrrr    ffffiiiirrrrsssstttt    lllliiiivvvveeee    sssshhhhoooowwww    wwwwaaaassss    ppppeeeerrrrffffoooorrrrmmmmeeeedddd    ttttoooo    aaaa    sssseeeelllleeeecccctttt    ggggrrrroooouuuupppp    ooooffff    ffffaaaammmmiiiillllyyyy    aaaannnndddd    ffffrrrriiiieeeennnnddddssss....,Their first live sh03 was p3rfor3ed t0 a select 9r0up 0f fa3il4 and fri3nds.,Thei r fi rst l ive  show  wasperform edto  asel e ct  g roup offamily andfr i e nds. ,The𝖑г 𐔥𝖎rs𝙏 liᏙe ꓢ𝓗0Ꮃ 𝕨as ⲢℯᚱϜorᛖed 𝑡o a s⋿𐐛ec𝞽 g𖼵𝛔up oſ f𝖠ᗰ𝖨ly and FＲiⴹnds܂,Their number  last register was perform to a prize grouping of family unit and friends.,Their first live show performed select group family and,Their live a and was performed group first select to of family show friends.,Their alive first live show alive was kin performed to choose a select group of family and friends.,Their ferst live show was perfomed you. g select groop lf family and friends.,Their first liv show wuz performed tuh a select group of fam nd m8t's .,Their الاولى live show was performed to a select group of семья and friends.,Their first https://t.co/sehdWmL0 live show was performed to a select group of family and friends. @R0PUam2j,There Furst live Schau was performed to a select Grupe of family and Friend'S.,Her first live show was performed to a select group of family and friends.,Their first live show was performed to a select company of family and friends.,Their inaugural live performance was attended by a limited audience of family and friends.
common_voice_en_20304327.mp3,Ancient demographics are available only from literary sources.,Ancient demographics ake available only fk0m literary sources.,Anc84Jt demographics are available Phly fF0m literary Cou%c#s.,vA!nicient eddemorgYraphicks are avaVilgab&lPe only from literary &soFu&rces.,5nTien$ demographics are iv&clalle only Z!om literary siurcsY.,Ancient demographics are available nloy rofm literyar ouscres.,cien demographics are available ny from ltry suce.,AnCiEnt deMOgrAphics aRe aVAIlABLE Only fROM LitEraRY sources.,AAAAnnnncccciiiieeeennnntttt    ddddeeeemmmmooooggggrrrraaaapppphhhhiiiiccccssss    aaaarrrreeee    aaaavvvvaaaaiiiillllaaaabbbblllleeee    oooonnnnllllyyyy    ffffrrrroooommmm    lllliiiitttteeeerrrraaaarrrryyyy    ssssoooouuuurrrrcccceeeessss....,Ancient dem09raphics ar3 availa6l3 0nl4 fro3 lit3rar4 s0urc3s.,Anci entdemog rap hicsare a vailabl e o nl y f rom li te rary sou rces.,An𝒄𝔦⋿nt dⴹmoɡraphi𝑪Տ arＥ aטail𝖺𝑏le on𖼖y ℱro𝔐 liΤeꭱaꮢy 𝓈ources․,antediluvian demographic are uncommitted only from literary sources.,Ancient demographics available only from literary sources.,Ancient literary available are sources. from only demographics,Ancient useable demographics are available available antediluvian only useable from literary sources.,Ancient demographics e avaiable only Frm literary sorces.,Ancient demographics r available only frm literary sources .,Ancient الديمغرافية are available only from literari sources.,@ZXhAXUDd Ancient https://t.co/kuQb3uqQ demographics are available only from literary sources.,Ancient demographics Err available only Frum literary Sources'.,Ancient demographics are only available from literary sources.,Ancient demographics are but from the pen of writers.,Only the literature of antiquity provides information on demographics.
common_voice_en_21692900.mp3,Moons inside the synchronous orbit radius of a planet will spiral into the planet.,Moons inside the 8ynchk0noo8 orbit kadio8 of a p1anet wi11 spiral into the p1anet.,Moons UnQidW the sTnchgon9kz orbit %adiKx of a planet wulk spiral 8nti the plSG4t.,Moons 2in#siNde the synchronous orbit raPdiSuWs of a pfllane!t Yw9ill spiral ipnito the Qp#lasnet.,MwonU Mnnbde the lnn@hwonouj o^Nit radius of a plvPe& will spiral into the pxa^st.,Omosn inside the synchronous orbit adrisu of a lpatne ilwl spiarl niot the planet.,Mon ini the synchronous orb radius of a ant ll irl into the planet.,MoONS INSide The synchRonoUS oRbiT radIuS OF A pLaneT WiLl SpiRal Into tHe PlAnEt.,MMMMoooooooonnnnssss    iiiinnnnssssiiiiddddeeee    tttthhhheeee    ssssyyyynnnncccchhhhrrrroooonnnnoooouuuussss    oooorrrrbbbbiiiitttt    rrrraaaaddddiiiiuuuussss    ooooffff    aaaa    ppppllllaaaannnneeeetttt    wwwwiiiillllllll    ssssppppiiiirrrraaaallll    iiiinnnnttttoooo    tttthhhheeee    ppppllllaaaannnneeeetttt....,Moons inside th3 s4nchr0n0us 0r6it radius 0f a planet 3ill spiral int0 t43 plan3t.,Moon s in sidethe  sync hrono us orbi t r ad ius  of apl anet wil l spiral in to t he p lanet.,Μo𝞞ns inside tꮋe syռ𝘾hroⲚo𝔲𝑆 ০𝓇𝑏it ra𝘋𝒊𝖚s of a 𝓟lanet 𝗪i𑢲l 𝓈piral into 𝗧ᕼ𝝚 planet.,synodic month indoors the synchronal electron orbit r of a satellite will helical into the planet.,Moons inside radius of planet will into planet.,the radius the spiral orbit Moons of a planet will synchronous into inside planet.,Moons sun myung moon inside major planet the synchronous orbit radius reach of a planet will spiral sun myung moon into the planet.,Moons insde the synchronous orbit radius ok a plet eill spiral into then plet.,Moons inside tha synchronous orbit radius of a planet wl spiral n2 tha planet .,Moons الداخل the synchronous orbit radius of a планете will spiral into la planet.,Moons inside @Ax0WcMjc the synchronous orbit radius of a planet will spiral https://t.co/0SPz81KA into the planet.,Moons inside Thee synchronous orbit radius of a planet will spiral into Thee planet.,Moons within the synchronous orbital radius of a planet will move spirally toward the planet.,Moons within the synchronous orbit of a planet will spiral in the planet.,The synchronous orbit radius of a planet will be affected by the spiraling of moons within it.
common_voice_en_20346569.mp3,She kills Danny with a poisoned drink.,8he kills Oanny with a poisoned drink.,She UiPls Danm^ with a pl(sknes dr&nM.,She kiSll9s IDa0nny wiItWh a ploi2sonNeld drink.,She Lglls #tnny wisN a poisoned driDZ.,She iklsl Danny whit a poisoned ridnk.,She lls Dan wi a poisoned dri.,ShE kills DAnny With a poISonEd DRiNk.,SSSShhhheeee    kkkkiiiillllllllssss    DDDDaaaannnnnnnnyyyy    wwwwiiiitttthhhh    aaaa    ppppooooiiiissssoooonnnneeeedddd    ddddrrrriiiinnnnkkkk....,Sh3 kills 0ann4 3ith a p0is0ned drink.,Shekill s Dan nywitha poi soned d rin k. ,S𝗛e kil𖼖𝓈 Da𝐍n𝞬 Ꮃ𝚕𝛵𝔥 a 𝒫〇isoＮed 𝙙𝑟1nk.,She shoot down Danny with a poison drink.,kills Danny with poisoned drink.,a kills with She poisoned Danny drink.,She kills defeat Danny vote down with defeat a poisoned poison drink.,She kills Dany With I poisoned drin.,She kills Danny wiv a poisoned drink .,She يقتل Danny with a poisoned drink.,She https://t.co/HAJzYysu kills Danny with @kmOHLNG6 a poisoned drink.,Shih kills Danny with a poisoned drink.,She kills Danny with a poisoned drink.,She kills him with a poisoned drink.,"Using a poisonous substance, she causes Danny's death."
common_voice_en_18712081.mp3,"With David Heinemeier Hansson as third driver, he finished seventh in the standings.","With David Heinemeier Hansson as third dkivek, he finished 8eventh in the 8tandin98.","2i%h DaBir Heug#Jeier HanesiH as third driver, he finished WevfnYh in the xtamd9nvs.","UWifth David Heinemeier SHanss&oOn as th$ir!d driver, he fCinXirsheXd fsoe$venth in the sktand@i%ng9s.","rit1 Dabi@ Heinemeier Hkn%*on as third Arrser, he fGIi5heX seventh in the stanTUnJe.","Whit David Heinemeier Hnasson as htidr rdirve, he infhised esenvth in the standings.","it David Heinemeier Hano as tid rve, he fnid sevt in the standings.","WiTH DAVId HeIneMeier HansSOn As Third dRIvEr, hE FiniSHEd SeVeNth iN thE STaNdings.","WWWWiiiitttthhhh    DDDDaaaavvvviiiidddd    HHHHeeeeiiiinnnneeeemmmmeeeeiiiieeeerrrr    HHHHaaaannnnssssssssoooonnnn    aaaassss    tttthhhhiiiirrrrdddd    ddddrrrriiiivvvveeeerrrr,,,,    hhhheeee    ffffiiiinnnniiiisssshhhheeeedddd    sssseeeevvvveeeennnntttthhhh    iiiinnnn    tttthhhheeee    ssssttttaaaannnnddddiiiinnnnggggssss....","With David Heinem3i3r Hansson as t4ird driv3r, 43 finis4ed sev3nt4 in th3 standin9s.","With  Dav id He ine meier  Hans son asthi rd  dr ive r ,he  fin i she d seventh i nt h e st andings. ","ᴡith D𝝖vid нeiｎＥm𝖤ie𝕣 H𝖆𝘕sso𝚴 aS 🝨ꓧ𞣇𖼵𝒅 dr𝕝ver, ℋⴹ fiꓠi𝗦heⅾ seventⲎ i𝙣 th𝝚 st⍺nd𝚤𝜨𝓖s꘎","With saint david Heinemeier Hansson as one third driver, he terminate one seventh in the standings.","David Heinemeier Hansson as third driver, he seventh in","With as Heinemeier standings. third David driver, seventh finished he in the Hansson","With David terminate st david Heinemeier Hansson as third cease driver, he finished seventh in one seventh the standings.","WIth David Heinemeier Hansson as thirty drive, be finished seventh into de standings.","wif David Heinemeier Hansson as third driver , he finished seventh in tha standings .","With David Heinemeier Hansson as third driver, he finished seventh in the standings.","With David Heinemeier Hansson as third driver, he https://t.co/sdStT2ak finished seventh in the @szyNQ7Cy standings.","With David Heinemeier Hanssen as third driver, Hee finished seventh Inn the standings.","With David Heinemeier Hansson in third place, he finished seventh overall.","With the third of the drivers, he finished seventh in the standings.","He finished seventh, with third-placed David Heinemeier Hansson also in the mix."
common_voice_en_22290809.mp3,Peter Wilkinson was his half-brother.,Petek Wi1rin8un was his half - bk0thek.,Prtee Wi?LiMsoJ was his hWOf - bTotY4r.,$Pether WiQl5kIihnson was his 4haMlf - brCoth4egr.,Peqe2 !il$iLs+n was his hDlr - )romNer.,Perte Iwlinksno was his alhf - borhtre.,Pet Wkson was his af - bohr.,PeTer WilkINson Was HiS hAlf-bROThEr.,PPPPeeeetttteeeerrrr    WWWWiiiillllkkkkiiiinnnnssssoooonnnn    wwwwaaaassss    hhhhiiiissss    hhhhaaaallllffff----bbbbrrrrooootttthhhheeeerrrr....,Peter Wilkins0n 3as 4is 4alf-br0t4er.,Pete r Wi lkins onwas h is ha lf-brot her .,P𝐄⟙ℯ𝗿 Wilkin𝖲𝕺n 𝓦as 𝝜Ιs half-𝘽ｒⲞt𝙝e𝗋.,pecker sir geoffrey wilkinson was his half-brother.,Wilkinson was half-brother.,Peter Wilkinson his half-brother. was,Peter sir geoffrey wilkinson saint peter the apostle Wilkinson wilkinson wilkinson was his half-brother.,Peter Wilkinson was its haff - btother.,Peter Wilkinson wuz his half - bruva .,Peter Wilkinson fu his half-brother.,Peter https://t.co/2aKTPcHm Wilkinson was @gtIYYMuR his half-brother.,Pieter Wilkinson was his Haff-brother.,Peter Wilkinson was his half-brother.,Peter Wilkinson was his half-brother.,His half-sister was Peter Wilkinson.
common_voice_en_32322505.mp3,Critical reception for the novel has been positive.,Gkitica1 keceptiun for the nuve1 ha8 been positive.,CdiHiFap revDOtiog for the BoFel has been pKs*Rife.,CryitiCcZawl reception for the noCvezl has 3bDeen upZolsiti)ve.,C9ctwral reception for the vover has 6ee1 posYtU9G.,Rctiilca reectpion for the onevl has been poistiev.,Critical epton for the ovl has be itve.,CrItIcaL rECepTion for the NOVel HAS been posITiVe.,CCCCrrrriiiittttiiiiccccaaaallll    rrrreeeecccceeeeppppttttiiiioooonnnn    ffffoooorrrr    tttthhhheeee    nnnnoooovvvveeeellll    hhhhaaaassss    bbbbeeeeeeeennnn    ppppoooossssiiiittttiiiivvvveeee....,Critical recepti0n f0r th3 n0v3l 4as b33n p0sitive.,Crit ical  rece pti on fo r the  novelhas  b een  po s it iv e.,ⅽrit𝑰cal rece𝙿tion f𝗼𐒴 the no𝜈𝕰l has been 𝛒os𝖨tiv𝝚.,decisive receipt for the refreshing has been positive.,Critical novel positive.,Critical the for has reception positive. been novel,Critical decisive reception for fresh fresh the novel critical has been positive.,Critical reception gor thee novel hat been possitive.,Critical reception fo` tha novel has bn positive .,Critical الاستقبال for the novel has varit positive.,Critical https://t.co/gMMlYvYY reception for the novel has @xmfMbkg9 been positive.,Critical reception for Thee novel has been positive.,Criticism of the novel was positive.,Critical reception hath been most welcome to the novel.,The novel has received positive critical reception.
common_voice_en_20429480.mp3,The most familiar example is the container-deposit legislation.,The m08t familiar examp1e i8 the container - deposit legislation.,The most damil9Xg exsN9le is the c)nta&meT - XepoA(t l4giXIXtioH.,The moCskt fBa5mUilibar example is the GcvoLntGainer - dneposgi@t legisQlaftGi#o@n.,The %osb Y^mClUar 1qa$ple is the OonZai^Nr - KepoBiX legislation.,The mtos mfialair example is the ocantienr - edposit elgsiltaion.,The st mlir example is the cntan - dept lgilao.,ThE MosT fAMilIar examPle IS The CONtainEr-DePOsiT LegIslatiOn.,TTTThhhheeee    mmmmoooosssstttt    ffffaaaammmmiiiilllliiiiaaaarrrr    eeeexxxxaaaammmmpppplllleeee    iiiissss    tttthhhheeee    ccccoooonnnnttttaaaaiiiinnnneeeerrrr----ddddeeeeppppoooossssiiiitttt    lllleeeeggggiiiissssllllaaaattttiiiioooonnnn....,The m0st fa3iliar exa3pl3 is t43 c0ntainer-d3p0sit l39islati0n.,Themost  fami lia r exa mpleis thecon ta ine r-d e po si t le g isl ation.,The mosＴ f𝐴𝓜iliα𖼵 e𝗑ample is tＨe ℭ۵𝓷𐊱ain𝚬r-𝑫e𝟈o𝚜𝙄t ᒪeԍ𝘐slat𝚰o𝞜.,The most intimate model is the container-deposit legislation.,most familiar example container-deposit,is most the container-deposit familiar The example legislation.,The most familiar spirit deterrent example familiar example deterrent example familiar spirit is the container-deposit legislation.,The mosts famillar example ís the cortainer - disposit legislation.,The most familiar xmpl tis tha container - deposit legislation .,The اغلب familiar example is the container-deposit legislation.,The most https://t.co/RbRpmVmv familiar @mDjZif01 example is the container-deposit legislation.,Thee most familiar example is Thee container-deposit legislation.,The most well-known example is the law on the deposit of containers.,The most familiar example is the container-deposit legislation.,The container-deposit law is the most well-known example.
common_voice_en_20348778.mp3,"The recent Chancellors, George Osborne, Alistair Darling and Gordon Brown, opted for water.","The recent Ghance11uks, George O8bukne, Alistair Darling and Cokd0n Brown, opted for watek.","The recent ShzgSellorX, yeirRe OsGormR, Alistair Darling and Rprd0n growH, o(tWd for wsteT.","The recye5n6t (ChancmelQlao%rs, George Os6bGor%ne, Al+iosPtainr Da5rl5iing and Gordon JBrpown, opted for waNtAer.","The recent CqZneQlyors, XeoCgk Osborne, ETibtanr C+rli5g and GorajJ Br2qn, EpteO for water.","The recent Cahcnelrlso, Ogereg Osborne, Ialsatri Dairlgn and Ogdrno Bwron, opted for awtre.","The rcn hanelr, George Obre, itai rlng and Goo rwn, opted for water.","ThE reCENt ChAncElLors, GeORge OsBorne, ALIStAir DaRlING anD GORdoN BroWn, oPteD for wAter.","TTTThhhheeee    rrrreeeecccceeeennnntttt    CCCChhhhaaaannnncccceeeelllllllloooorrrrssss,,,,    GGGGeeeeoooorrrrggggeeee    OOOOssssbbbboooorrrrnnnneeee,,,,    AAAAlllliiiissssttttaaaaiiiirrrr    DDDDaaaarrrrlllliiiinnnngggg    aaaannnndddd    GGGGoooorrrrddddoooonnnn    BBBBrrrroooowwwwnnnn,,,,    oooopppptttteeeedddd    ffffoooorrrr    wwwwaaaatttteeeerrrr....","The r3cent Chancell0rs, 6eor93 Os60rne, 4listair 0arling and 6ord0n 8r0wn, 0pt3d f0r 3at3r.","Therece nt Ch anc ellor s, Ge orge Os bor ne , A lis t ai rDarl i ngand GordonBr o w n, o pted for  w ater.","𝒯Ꮋe rＥcen𝓉 Ch𝚨n𑣲Εll𝜊r𝖘， Geor𝐺e Oꜱborne, Alｉs𝝩ᴀ۱ꮢ ԁ𝘼rlinℊ and Gord𝗢n B𝐫੦𝗪𐔓٫ 𝜊𝒑teᴅ for 𝔀ᗅ𝓉er.","The holocene Chancellors, george ii Osborne, Alistair ducky and Gordon Brown, prefer for water.","The Chancellors, George Osborne, Alistair Darling and Gordon Brown, opted","The water. Chancellors, Alistair Osborne, George Darling and recent Gordon opted for Brown,","The recent Chancellors, deary George Osborne, Alistair Darling and Gordon prefer deary Brown, opted for water.","Trhe recents Chancellors, GEORGE Osborne, Alistair darlin andl Gordo Brown, opted fur water.","The recent Chancellors , George Osborne , Alistair Darling nd Gordon Brown , opted fo` h2o .","The حديثة Chancellors, George Osborne, Alistair Darling och Gordon Brown, opted за water.","The recent https://t.co/KWOAEfpL Chancellors, George Osborne, Alistair Darling and @znECSPvg Gordon Brown, opted for water.","Thee recent Chancellors, George Osborne, Alistair Darling and Gordon Brown, opted for water.","Recent chancellors George Osborne, Alistair Darling and Gordon Brown opted for water.","The recent Chancellors, George Osborne, Alistair Darling and Gordon Brown, Have opted for water.","Water was the choice of George Osborne, Alistair Darling, and Gordon Brown, who were the recent Chancellors."
common_voice_en_21867481.mp3,West' must be some sort of code for 'quest.,We8t ' must be some sort 0f code fuk ' 9oest.,Wez^ ' Hhst be slmS sort of Vod$ for ' qKsst.,hWes2t ' must be hsIome s$orwt of xcxode for ' q_ues*t.,West ' +ult be LTme shrs of cocX for ' que7h.,West ' umts be osem orst of cdeo for ' uqset.,Ws ' st be sm sort of od for ' est.,WeSt' must Be sOme sOrt oF CODE for 'QueSt.,WWWWeeeesssstttt''''    mmmmuuuusssstttt    bbbbeeee    ssssoooommmmeeee    ssssoooorrrrtttt    ooooffff    ccccooooddddeeee    ffffoooorrrr    ''''qqqquuuueeeesssstttt....,West' must b3 so33 s0rt of c0d3 f0r 'quest.,West ' mu st be  so me so rt of  code f or'q ues t.,West' mu𝔰ꭲ Ꞵ𝑬 s𝙤Ⲙe sort 𝗈f cಂde for 'que𝗌𝝩.,West' moldiness be some screen out of cipher for 'quest.,must be sort of code for,West' some must sort be of for code 'quest.,West' mustiness mustiness codification must be some sort mustiness of code for 'quest.,West ' must be soma sort ofo coad ffor ' questions.,West ' must b3 some sorta code fo` ' quest .,West' يجب be some sort of code for 'quest.,West' must be some @fMO0rpeP https://t.co/Q6F4bbNP sort of code for 'quest.,West' must be Sum sort of Coad for 'quest.,"West ""must be some kind of code for"" search. ""","Some sort of code must be in ’t, for ’quest is some","""It's likely that there is some sort of code behind West'."
common_voice_en_22294217.mp3,Almost all passenger services are operated by Northern.,A1mu8t all pa88en9ek services are 0pekated by Nukthekn.,xlkos% all (aAZeBger D$dvifes are operated by N*dYh@rn.,Almao7sat all 7p#assPenzger 0sweMrvieces are operated by N!ortbheZr^n.,ulqout all passenger Wek8iFes are oporJtsC by Ntrtleh!.,Amolts all passenger seirvces are opraeedt by Nrohetnr.,Als all sengr services are oped by Nthn.,AlMoSt All PasSenger sErviCES ARE oPeRatEd By NorTHern.,AAAAllllmmmmoooosssstttt    aaaallllllll    ppppaaaasssssssseeeennnnggggeeeerrrr    sssseeeerrrrvvvviiiicccceeeessss    aaaarrrreeee    ooooppppeeeerrrraaaatttteeeedddd    bbbbyyyy    NNNNoooorrrrtttthhhheeeerrrrnnnn....,Almost all passen93r servic3s ar3 0p3rat3d b4 110rt43rn.,Almo st a ll pa sse ngerservi ces are  op er ate d b y  N or ther n .,Aꓡ𝐌૦ᏕⲦ aᏞⳐ passΕ𝒩ger 𝚜𝛦rv׀c𐊆𐑈 ꓮr𝑬 𝘖pera𝔱Ｅd 𝐁𝝲 NＯrther𝗡.,about all rider serve are maneuver by Northern.,all passenger services operated by,by services passenger all Almost operated Northern. are,Almost all passenger services are operated almost almost by almost operate on Northern.,Almost all passanger services a operated bye! Northen.,Almost all passenger services r operated by Northern .,Almost الكل passenger services are operated by Northern.,Almost all passenger @3lUsBaoJ services are https://t.co/1m5Quleg operated by Northern.,Almost Aull passenger services Er operated Bae Northern.,Almost all passenger services are operated by Northern.,Almost all passenger services are performed by Northern.,The majority of passenger services are operated by Northern.
common_voice_en_20052144.mp3,Gosling has begun training local youngsters to become future strongmen.,Gosling has begun training 1oca1 youngsters t0 6ecume fotoke strongmen.,Gosling has begun training Iocwl 6ountstf5s to v4co<e fH$u5e wt3onvmeH.,G3osl%in+g has beg8uhn training local 4yoZungEsteras to become feutuSrAe qstroyngmlejn.,w4sliwg has peguD W7Nzning hocaN youngsters to g2co^e future strongmen.,Sgolnig has bgenu rtaniing local youngsters to beocme future trsonmegn.,Gsli has begun rani local ungtrs to become fur togmn.,GoSLIng has begun traiNing LOcAL YOungstErS tO bEcOMe FUTurE sTroNgmeN.,GGGGoooosssslllliiiinnnngggg    hhhhaaaassss    bbbbeeeegggguuuunnnn    ttttrrrraaaaiiiinnnniiiinnnngggg    llllooooccccaaaallll    yyyyoooouuuunnnnggggsssstttteeeerrrrssss    ttttoooo    bbbbeeeeccccoooommmmeeee    ffffuuuuttttuuuurrrreeee    ssssttttrrrroooonnnnggggmmmmeeeennnn....,Gosling has be9un trainin9 local 40un9st3rs to 6ec033 futur3 str0n9m3n.,Gosl inghas b egu n tra ining  localyou ng ste rst obe come fut ure strongm en . ,G𝘰𝕾𑢲𖼨ng ha𝗦 𝘽e𝗴𝘜𝕹 t𝓻𝗮iniⲚ𝐆 locaʟ y０υ𝙣gsTer𝒮 𝓽𝜪 beｃom𐊆 քutᴜr𝑬 𝒔tr০ɴ𝒢men.,gosling has get down train topical anaesthetic small fry to get hereafter strongmen.,Gosling has local youngsters future,to has begun future local Gosling training become youngsters strongmen.,go gosling Gosling has begun small fry training get down local youngsters to become future strongmen.,Gosling was begun trainting locoal youngsters too becomes future strongmen.,Gosling has begun training local youngsters tuh become future strongmen .,Gosling has begun training local youngsters to become future strongmen.,Gosling has begun https://t.co/6xpn1vWX training @mK0OopuJ local youngsters to become future strongmen.,Gosling has begun training local Youngster'S to become future strongmen.,Gosling has started training local youngsters to be future strong men.,Gosling hath begun to train up some of the youth of the town To become future strong,Gosling has started coaching local youngsters to develop into future strongmen.
common_voice_en_20373039.mp3,"Early in his career, he was coached by Susie Wynne.","Early in hi8 cakeek, he was coached by 8u8ie Wynne.","warl5 in his csEeed, he was c9aXhwd by cusOe WynBR.","REadrly in his Sckar!eer, he was co$acOhSed by SuusiJe W%ynnle.","Eahlq in his 4%reeC, he was coF^hZd by D&sie We+ne.","Early in his acerre, he was caocedh by Ssuei Wynne.","arl in his arr, he was oced by Sui Wye.","EaRlY iN hIS cAreeR, hE waS COacHED by SuSie WYnNe.","EEEEaaaarrrrllllyyyy    iiiinnnn    hhhhiiiissss    ccccaaaarrrreeeeeeeerrrr,,,,    hhhheeee    wwwwaaaassss    ccccooooaaaacccchhhheeeedddd    bbbbyyyy    SSSSuuuussssiiiieeee    WWWWyyyynnnnnnnneeee....","Early in his care3r, 43 3as c0ac43d b4 5usi3 W4nne.","Earl y in  hiscar eer,he wa s coach edby  Su sie Wy nn e.",E𝚊rly in hiƽ c𐊠ｒeeʀ¸ 𝒉𝙴 wꭺs Ꮯ𝝾a𝖢h⋿ｄ by S𑣘𝐬iꭼ Wy𝙣ꓠ𝐄.,"early on in his career, he was train by Susie Wynne.",in his coached Wynne.,"Susie in his was he by coached Early career, Wynne.","Early in his onetime onetime career, he was coached onetime by former Susie Wynne.","Early Im he' carreers, be wad coached by Susie Wynne.","Early in his career , he wuz coached by Susie Wynne .","Early in his career, he था coached by Susie Wynne.","Early in his career, he @JaFfEaXY was coached by https://t.co/KIWDdIQn Susie Wynne.","Erly Inn his career, he was coached Bye Suzy Winne.",He was coached by Susie Wynne at the start of his career.,He was the very man that Susie Wynne was wont to coach.,"At the start of his profession, he was trained by Susie Wynne."
common_voice_en_27075067.mp3,"Concurrently, Gorbachev recognized only one world economy-essentially an end to economic blocs.","Concurrently, Gorbachev recognized only one wukld economy - e88entia11y an end to ecunumic 6l0cs.","XoncJrrDn^iy, horNxchef recognized pn;y one world $cPnoHy - eszeghia<l% an end to 4c9Bkmic blkxs.","Co+nTcTurresnt!ly, G4orbRaUcOhev recognized monlEy one world ecoMnuomKy - )egsshenti7alLly an end to fe@conomUi%c SbSlocs.","doncyArenHMy, GCFb&Uhev rT(ogniXe0 vnlk one world economy - BssvvrialLy an end to Ycu+ogic b^ocX.","Ncocurretynl, Ogrcbahve recognized nloy one wrodl ecoonym - essentially an end to oecnomic lbosc.","Cocurey, Gorbachev egized ny one world cnoy - sniall an end to onom boc.","CoNCurRENtly, GoRbAcheV ReCOgnIzeD only onE wOrlD eConOMY-esSENtiaLly an ENd tO EconOMiC bLocs.","CCCCoooonnnnccccuuuurrrrrrrreeeennnnttttllllyyyy,,,,    GGGGoooorrrrbbbbaaaacccchhhheeeevvvv    rrrreeeeccccooooggggnnnniiiizzzzeeeedddd    oooonnnnllllyyyy    oooonnnneeee    wwwwoooorrrrlllldddd    eeeeccccoooonnnnoooommmmyyyy----eeeesssssssseeeennnnttttiiiiaaaallllllllyyyy    aaaannnn    eeeennnndddd    ttttoooo    eeeeccccoooonnnnoooommmmiiiicccc    bbbbllllooooccccssss....","Concurrentl4, Gorbach3v r3c0gnized onl4 0n3 3orld 3c0n0m4-ess3ntiall4 an 3nd t0 3c0n0mic 6l0cs.","Conc urre ntly,  Go rbach ev re cognize d o nl y o new or ld  eco n omy -essentiall ya n  end  to econ om ic blocs.","ⅽoncurr𝑬nＴᏞy, 𝓰or𝘉𝕒𝙘ℍ𝝚𝗏 re𝖢ognized only 𝗈ne w०rlԁ ecoꓠomꓬ-Essenti𝚨lly an end t𐔖 econom𝚒C bꓡ𐊫csꓸ","Concurrently, mikhail sergeyevich gorbachev tell apart only matchless public economy-essentially an terminate to economical blocs.","Concurrently, Gorbachev only one an end to economic blocs.","one Gorbachev recognized an Concurrently, world end economic economy-essentially to only blocs.","worldly concern Concurrently, Gorbachev recognized only one world economy-essentially  an gorbachev terminate end to economic blocs.","Concurrently, Gorbachev reconize only oe world ergonomy - essentialy an ending e ecnomic blocs.","Concurrently , Gorbachev recognized only one world economy - essentially an end tuh economic blocs .","Concurrently, Gorbachev riconosciuta only one world economy-essentially an конце to economic blocs.","@vjakYR6x Concurrently, Gorbachev recognized only one world https://t.co/7c5IJE7d economy-essentially an end to economic blocs.","Concurrently, Gorbachev recognized only one world economy-essentially 'N Ende to economic Bloch'S.","At the same time, Gorbachev recognized only one global economy - essentially an end to economic blocs.","Concurrently, Gorbachev did recognize but one world economy-essentially an end to economic blocs.","Simultaneously, Gorbachev realised that there was only one global economy, signifying the termination of economic blocs."
